record_type,record_number,year,position_in_draw,result,result_code,tournament_stage,player,country,participation,matches_played,matches_won,matches_lost,frames_played,frames_won,frames_lost,match_win_pct,frame_win_pct
tournament,494,1994,14,First Round,1R,1,Les Dodd,ENG,3,1,0,1,19,9,10,0,47.36842105
tournament,495,1994,15,Semi-Finals,SF,4,Steve Davis,ENG,16,4,3,1,76,45,31,75,59.21052632
tournament,496,1994,16,First Round,1R,1,Dene O'Kane,NZL,5,1,0,1,13,3,10,0,23.07692308
tournament,497,1994,17,Runner-Up,TF,5,Jimmy White,ENG,14,5,4,1,121,69,52,80,57.02479339
tournament,498,1994,18,First Round,1R,1,Billy Snaddon,SCO,1,1,0,1,16,6,10,0,37.5
tournament,499,1994,19,Last 16,L16,2,Neal Foulds,ENG,11,2,1,1,40,20,20,50,50
tournament,500,1994,20,First Round,1R,1,Anthony Davies,WAL,1,1,0,1,17,7,10,0,41.17647059
tournament,501,1994,21,Quarter-Finals,QF,3,Ken Doherty,IRL,2,3,2,1,63,33,30,66.66666667,52.38095238
tournament,502,1994,22,First Round,1R,1,Alex Higgins,NIR,14,1,0,1,16,6,10,0,37.5
tournament,503,1994,23,Last 16,L16,2,Alan McManus,SCO,4,2,1,1,41,21,20,50,51.2195122
tournament,504,1994,24,First Round,1R,1,Fergal O'Brien,IRL,1,1,0,1,17,7,10,0,41.17647059
tournament,505,1994,25,Last 16,L16,2,Willie Thorne,ENG,17,2,1,1,37,22,15,50,59.45945946
tournament,506,1994,26,First Round,1R,1,Gary Ponting,ENG,1,1,0,1,12,2,10,0,16.66666667
tournament,507,1994,27,Semi-Finals,SF,4,Darren Morgan,WAL,4,4,3,1,88,44,44,75,50
tournament,508,1994,28,First Round,1R,1,Mark King,ENG,1,1,0,1,15,5,10,0,33.33333333
tournament,509,1994,29,First Round,1R,1,Dennis Taylor,NIR,18,1,0,1,16,6,10,0,37.5
tournament,510,1994,30,Last 16,L16,2,Ronnie O'Sullivan,ENG,2,2,1,1,32,13,19,50,40.625
tournament,511,1994,31,Quarter-Finals,QF,3,John Parrott,ENG,11,3,2,1,59,34,25,66.66666667,57.62711864
tournament,512,1994,32,First Round,1R,1,Drew Henry,SCO,1,1,0,1,19,9,10,0,47.36842105
tournament,513,1995,1,Winner,W,6,Stephen Hendry,SCO,10,5,5,0,108,70,38,100,64.81481481
tournament,514,1995,2,First Round,1R,1,Stefan Mazrocis,ENG,1,1,0,1,13,3,10,0,23.07692308
tournament,515,1995,3,Last 16,L16,2,Tony Drago,MLT,5,2,1,1,31,16,15,50,51.61290323
tournament,516,1995,4,First Round,1R,1,Paul Cavney,ENG,1,1,0,1,12,2,10,0,16.66666667
tournament,517,1995,5,Quarter-Finals,QF,3,Ronnie O'Sullivan,ENG,3,3,2,1,55,31,24,66.66666667,56.36363636
tournament,518,1995,6,First Round,1R,1,Dave Harold,ENG,2,1,0,1,13,3,10,0,23.07692308
tournament,519,1995,7,Last 16,L16,2,Darren Morgan,WAL,5,2,1,1,34,18,16,50,52.94117647
tournament,520,1995,8,First Round,1R,1,Anthony Davies,WAL,2,1,0,1,13,3,10,0,23.07692308
tournament,521,1995,9,Quarter-Finals,QF,3,John Parrott,ENG,12,3,2,1,63,34,29,66.66666667,53.96825397
tournament,522,1995,10,First Round,1R,1,Brian Morgan,ENG,3,1,0,1,15,5,10,0,33.33333333
tournament,523,1995,11,Last 16,L16,2,Joe Swail,NIR,2,2,1,1,42,21,21,50,50
tournament,524,1995,12,First Round,1R,1,Nigel Gilbert,ENG,3,1,0,1,18,8,10,0,44.44444444
tournament,525,1995,13,Last 16,L16,2,David Roe,ENG,4,2,1,1,36,17,19,50,47.22222222
tournament,526,1995,14,First Round,1R,1,Billy Snaddon,SCO,2,1,0,1,16,6,10,0,37.5
tournament,527,1995,15,Semi-Finals,SF,4,Jimmy White,ENG,15,4,3,1,84,48,36,75,57.14285714
tournament,528,1995,16,First Round,1R,1,Peter Francisco,RSA,5,1,0,1,12,2,10,0,16.66666667
tournament,529,1995,17,First Round,1R,1,James Wattana,THA,4,1,0,1,18,8,10,0,44.44444444
tournament,530,1995,18,Quarter-Finals,QF,3,Gary Wilkinson,ENG,6,3,2,1,60,30,30,66.66666667,50
tournament,531,1995,19,Last 16,L16,2,Terry Griffiths,WAL,17,2,1,1,38,19,19,50,50
tournament,532,1995,20,First Round,1R,1,Alain Robidoux,CAN,5,1,0,1,16,6,10,0,37.5
tournament,533,1995,21,Runner-Up,TF,5,Nigel Bond,ENG,4,5,4,1,115,61,54,80,53.04347826
tournament,534,1995,22,First Round,1R,1,Stephen Lee,ENG,1,1,0,1,18,8,10,0,44.44444444
tournament,535,1995,23,Last 16,L16,2,Alan McManus,SCO,5,2,1,1,36,20,16,50,55.55555556
tournament,536,1995,24,First Round,1R,1,John Higgins,SCO,1,1,0,1,13,3,10,0,23.07692308
tournament,537,1995,25,First Round,1R,1,Ken Doherty,IRL,3,1,0,1,17,7,10,0,41.17647059
tournament,538,1995,26,Last 16,L16,2,Mark Davis,ENG,2,2,1,1,37,17,20,50,45.94594595
tournament,539,1995,27,Quarter-Finals,QF,3,Peter Ebdon,ENG,4,3,2,1,53,31,22,66.66666667,58.49056604
tournament,540,1995,28,First Round,1R,1,Rod Lawler,ENG,1,1,0,1,12,2,10,0,16.66666667
tournament,541,1995,29,Last 16,L16,2,Willie Thorne,ENG,18,2,1,1,36,17,19,50,47.22222222
tournament,542,1995,30,First Round,1R,1,Tai Pichit,THA,1,1,0,1,16,6,10,0,37.5
tournament,543,1995,31,First Round,1R,1,Steve Davis,ENG,17,1,0,1,17,7,10,0,41.17647059
tournament,544,1995,32,Semi-Finals,SF,4,Andy Hicks,ENG,1,4,3,1,85,47,38,75,55.29411765
tournament,545,1996,1,Winner,W,6,Stephen Hendry,SCO,11,5,5,0,109,70,39,100,64.22018349
tournament,546,1996,2,First Round,1R,1,Jason Ferguson,ENG,2,1,0,1,18,8,10,0,44.44444444
tournament,547,1996,3,First Round,1R,1,David Roe,ENG,5,1,0,1,19,9,10,0,47.36842105
tournament,548,1996,4,Last 16,L16,2,Gary Wilkinson,ENG,7,2,1,1,39,17,22,50,43.58974359
tournament,549,1996,5,Last 16,L16,2,Ken Doherty,IRL,4,2,1,1,33,15,18,50,45.45454545
tournament,550,1996,6,First Round,1R,1,Nick Terry,ENG,1,1,0,1,15,5,10,0,33.33333333
tournament,551,1996,7,Quarter-Finals,QF,3,Darren Morgan,WAL,6,3,2,1,54,28,26,66.66666667,51.85185185
tournament,552,1996,8,First Round,1R,1,Drew Henry,SCO,2,1,0,1,18,8,10,0,44.44444444
tournament,553,1996,9,Last 16,L16,2,James Wattana,THA,5,2,1,1,35,14,21,50,40
tournament,554,1996,10,First Round,1R,1,Jimmy Michie,ENG,1,1,0,1,18,8,10,0,44.44444444
tournament,555,1996,11,Semi-Finals,SF,4,Nigel Bond,ENG,5,4,3,1,79,43,36,75,54.43037975
tournament,556,1996,12,First Round,1R,1,Anthony Hamilton,ENG,1,1,0,1,19,9,10,0,47.36842105
tournament,557,1996,13,Quarter-Finals,QF,3,Dave Harold,ENG,3,3,2,1,53,30,23,66.66666667,56.60377358
tournament,558,1996,14,First Round,1R,1,Neal Foulds,ENG,12,1,0,1,14,4,10,0,28.57142857
tournament,559,1996,15,First Round,1R,1,John Parrott,ENG,13,1,0,1,16,6,10,0,37.5
tournament,560,1996,16,Last 16,L16,2,Rod Lawler,ENG,2,2,1,1,35,16,19,50,45.71428571
tournament,561,1996,17,Semi-Finals,SF,4,Ronnie O'Sullivan,ENG,4,4,3,1,85,50,35,75,58.82352941
tournament,562,1996,18,First Round,1R,1,Alain Robidoux,CAN,6,1,0,1,13,3,10,0,23.07692308
tournament,563,1996,19,Last 16,L16,2,Tony Drago,MLT,6,2,1,1,29,14,15,50,48.27586207
tournament,564,1996,20,First Round,1R,1,Steve James,ENG,8,1,0,1,12,2,10,0,16.66666667
tournament,565,1996,21,Quarter-Finals,QF,3,John Higgins,SCO,2,3,2,1,58,35,23,66.66666667,60.34482759
tournament,566,1996,22,First Round,1R,1,Martin Clark,ENG,5,1,0,1,15,5,10,0,33.33333333
tournament,567,1996,23,Last 16,L16,2,Alan McManus,SCO,6,2,1,1,33,15,18,50,45.45454545
tournament,568,1996,24,First Round,1R,1,Mick Price,ENG,2,1,0,1,15,5,10,0,33.33333333
tournament,569,1996,25,Last 16,L16,2,Jimmy White,ENG,16,2,1,1,44,22,22,50,50
tournament,570,1996,26,First Round,1R,1,Euan Henderson,SCO,1,1,0,1,19,9,10,0,47.36842105
tournament,571,1996,27,Runner-Up,TF,5,Peter Ebdon,ENG,5,5,4,1,119,64,55,80,53.78151261
tournament,572,1996,28,First Round,1R,1,Dene O'Kane,NZL,6,1,0,1,11,1,10,0,9.090909091
tournament,573,1996,29,Last 16,L16,2,Terry Griffiths,WAL,18,2,1,1,40,18,22,50,45
tournament,574,1996,30,First Round,1R,1,Jamie Burnett,SCO,1,1,0,1,19,9,10,0,47.36842105
tournament,575,1996,31,Quarter-Finals,QF,3,Steve Davis,ENG,18,3,2,1,62,33,29,66.66666667,53.22580645
tournament,576,1996,32,First Round,1R,1,Willie Thorne,ENG,19,1,0,1,18,8,10,0,44.44444444
tournament,577,1997,1,Runner-Up,TF,5,Stephen Hendry,SCO,12,5,4,1,120,65,55,80,54.16666667
tournament,578,1997,2,First Round,1R,1,Andy Hicks,ENG,2,1,0,1,16,6,10,0,37.5
tournament,579,1997,3,Last 16,L16,2,Mark Williams,WAL,1,2,1,1,40,18,22,50,45
tournament,580,1997,4,First Round,1R,1,Terry Griffiths,WAL,19,1,0,1,19,9,10,0,47.36842105
tournament,581,1997,5,Quarter-Finals,QF,3,Darren Morgan,WAL,7,3,2,1,63,33,30,66.66666667,52.38095238
tournament,582,1997,6,First Round,1R,1,Gary Wilkinson,ENG,8,1,0,1,15,5,10,0,33.33333333
tournament,583,1997,7,Last 16,L16,2,Ronnie O'Sullivan,ENG,5,2,1,1,41,22,19,50,53.65853659
tournament,584,1997,8,First Round,1R,1,Mick Price,ENG,3,1,0,1,16,6,10,0,37.5
tournament,585,1997,9,First Round,1R,1,Nigel Bond,ENG,6,1,0,1,18,8,10,0,44.44444444
tournament,586,1997,10,Last 16,L16,2,Stephen Lee,ENG,2,2,1,1,38,17,21,50,44.73684211
tournament,587,1997,11,Semi-Finals,SF,4,James Wattana,THA,6,4,3,1,92,49,43,75,53.26086957
tournament,588,1997,12,First Round,1R,1,Graeme Dott,SCO,1,1,0,1,19,9,10,0,47.36842105
tournament,589,1997,13,First Round,1R,1,Jimmy White,ENG,17,1,0,1,19,9,10,0,47.36842105
tournament,590,1997,14,Last 16,L16,2,Anthony Hamilton,ENG,2,2,1,1,43,21,22,50,48.8372093
tournament,591,1997,15,Quarter-Finals,QF,3,John Parrott,ENG,14,3,2,1,66,33,33,66.66666667,50
tournament,592,1997,16,First Round,1R,1,Bradley Jones,ENG,1,1,0,1,19,9,10,0,47.36842105
tournament,593,1997,17,First Round,1R,1,Peter Ebdon,ENG,6,1,0,1,13,3,10,0,23.07692308
tournament,594,1997,18,Last 16,L16,2,Stefan Mazrocis,ENG,2,2,1,1,35,19,16,50,54.28571429
tournament,595,1997,19,Semi-Finals,SF,4,Alain Robidoux,CAN,7,4,3,1,85,43,42,75,50.58823529
tournament,596,1997,20,First Round,1R,1,Brian Morgan,ENG,4,1,0,1,18,8,10,0,44.44444444
tournament,597,1997,21,First Round,1R,1,Dave Harold,ENG,4,1,0,1,17,7,10,0,41.17647059
tournament,598,1997,22,Quarter-Finals,QF,3,Lee Walker,WAL,1,3,2,1,61,31,30,66.66666667,50.81967213
tournament,599,1997,23,Last 16,L16,2,Alan McManus,SCO,7,2,1,1,42,20,22,50,47.61904762
tournament,600,1997,24,First Round,1R,1,Billy Snaddon,SCO,3,1,0,1,19,9,10,0,47.36842105
tournament,601,1997,25,Winner,W,6,Ken Doherty,IRL,5,5,5,0,110,71,39,100,64.54545455
tournament,602,1997,26,First Round,1R,1,Mark Davis,ENG,3,1,0,1,18,8,10,0,44.44444444
tournament,603,1997,27,Last 16,L16,2,Steve Davis,ENG,19,2,1,1,28,13,15,50,46.42857143
tournament,604,1997,28,First Round,1R,1,David McLellan,SCO,1,1,0,1,12,2,10,0,16.66666667
tournament,605,1997,29,First Round,1R,1,Tony Drago,MLT,7,1,0,1,19,9,10,0,47.36842105
tournament,606,1997,30,Last 16,L16,2,Dominic Dale,WAL,1,2,1,1,37,15,22,50,40.54054054
tournament,607,1997,31,Quarter-Finals,QF,3,John Higgins,SCO,3,3,2,1,56,32,24,66.66666667,57.14285714
tournament,608,1997,32,First Round,1R,1,Graham Horne,SCO,1,1,0,1,16,6,10,0,37.5
tournament,609,1998,1,Runner-Up,TF,5,Ken Doherty,IRL,6,5,4,1,123,65,58,80,52.84552846
tournament,610,1998,2,First Round,1R,1,Lee Walker,WAL,2,1,0,1,18,8,10,0,44.44444444
tournament,611,1998,3,Last 16,L16,2,Stephen Lee,ENG,3,2,1,1,35,18,17,50,51.42857143
tournament,612,1998,4,First Round,1R,1,Andy Hicks,ENG,3,1,0,1,14,4,10,0,28.57142857
tournament,613,1998,5,First Round,1R,1,Alain Robidoux,CAN,8,1,0,1,18,8,10,0,44.44444444
tournament,614,1998,6,Quarter-Finals,QF,3,Matthew Stevens,WAL,1,3,2,1,63,33,30,66.66666667,52.38095238
tournament,615,1998,7,First Round,1R,1,Nigel Bond,ENG,7,1,0,1,15,5,10,0,33.33333333
tournament,616,1998,8,Last 16,L16,2,Mark King,ENG,2,2,1,1,37,19,18,50,51.35135135
tournament,617,1998,9,Quarter-Finals,QF,3,Peter Ebdon,ENG,7,3,2,1,55,34,21,66.66666667,61.81818182
tournament,618,1998,10,First Round,1R,1,Terry Murphy,NIR,1,1,0,1,13,3,10,0,23.07692308
tournament,619,1998,11,First Round,1R,1,James Wattana,THA,7,1,0,1,19,9,10,0,47.36842105
tournament,620,1998,12,Last 16,L16,2,Fergal O'Brien,IRL,2,2,1,1,37,15,22,50,40.54054054
tournament,621,1998,13,Last 16,L16,2,Steve Davis,ENG,20,2,1,1,35,16,19,50,45.71428571
tournament,622,1998,14,First Round,1R,1,Simon Bedford,ENG,1,1,0,1,16,6,10,0,37.5
tournament,623,1998,15,Semi-Finals,SF,4,Mark Williams,WAL,2,4,3,1,93,50,43,75,53.76344086
tournament,624,1998,16,First Round,1R,1,Quinten Hann,AUS,1,1,0,1,19,9,10,0,47.36842105
tournament,625,1998,17,Winner,W,6,John Higgins,SCO,4,5,5,0,120,71,49,100,59.16666667
tournament,626,1998,18,First Round,1R,1,Jason Ferguson,ENG,3,1,0,1,18,8,10,0,44.44444444
tournament,627,1998,19,Last 16,L16,2,Anthony Hamilton,ENG,3,2,1,1,40,19,21,50,47.5
tournament,628,1998,20,First Round,1R,1,Dave Harold,ENG,5,1,0,1,18,8,10,0,44.44444444
tournament,629,1998,21,Last 16,L16,2,Tony Drago,MLT,8,2,1,1,38,17,21,50,44.73684211
tournament,630,1998,22,First Round,1R,1,Alfie Burden,ENG,1,1,0,1,18,8,10,0,44.44444444
tournament,631,1998,23,Quarter-Finals,QF,3,John Parrott,ENG,15,3,2,1,58,34,24,66.66666667,58.62068966
tournament,632,1998,24,First Round,1R,1,Peter Lines,ENG,1,1,0,1,14,4,10,0,28.57142857
tournament,633,1998,25,Semi-Finals,SF,4,Ronnie O'Sullivan,ENG,6,4,3,1,78,45,33,75,57.69230769
tournament,634,1998,26,First Round,1R,1,Joe Swail,NIR,3,1,0,1,15,5,10,0,33.33333333
tournament,635,1998,27,Last 16,L16,2,Alan McManus,SCO,8,2,1,1,35,14,21,50,40
tournament,636,1998,28,First Round,1R,1,David Gray,ENG,1,1,0,1,18,8,10,0,44.44444444
tournament,637,1998,29,Last 16,L16,2,Darren Morgan,WAL,8,2,1,1,34,13,21,50,38.23529412
tournament,638,1998,30,First Round,1R,1,Jason Prince,NIR,1,1,0,1,18,8,10,0,44.44444444
tournament,639,1998,31,First Round,1R,1,Stephen Hendry,SCO,13,1,0,1,14,4,10,0,28.57142857
tournament,640,1998,32,Quarter-Finals,QF,3,Jimmy White,ENG,18,3,2,1,50,30,20,66.66666667,60
tournament,641,1999,1,Semi-Finals,SF,4,John Higgins,SCO,5,4,3,1,75,46,29,75,61.33333333
tournament,642,1999,2,First Round,1R,1,Gerard Greene,NIR,1,1,0,1,12,2,10,0,16.66666667
tournament,643,1999,3,Last 16,L16,2,Mark King,ENG,3,2,1,1,35,14,21,50,40
tournament,644,1999,4,First Round,1R,1,Darren Morgan,WAL,9,1,0,1,18,8,10,0,44.44444444
tournament,645,1999,5,Quarter-Finals,QF,3,Stephen Lee,ENG,4,3,2,1,56,29,27,66.66666667,51.78571429
tournament,646,1999,6,First Round,1R,1,John Lardner,SCO,1,1,0,1,17,7,10,0,41.17647059
tournament,647,1999,7,Last 16,L16,2,Alan McManus,SCO,9,2,1,1,37,17,20,50,45.94594595
tournament,648,1999,8,First Round,1R,1,Jimmy White,ENG,19,1,0,1,17,7,10,0,41.17647059
tournament,649,1999,9,Runner-Up,TF,5,Mark Williams,WAL,3,5,4,1,112,64,48,80,57.14285714
tournament,650,1999,10,First Round,1R,1,Ian McCulloch,ENG,1,1,0,1,14,4,10,0,28.57142857
tournament,651,1999,11,First Round,1R,1,Alain Robidoux,CAN,9,1,0,1,16,6,10,0,37.5
tournament,652,1999,12,Last 16,L16,2,Nick Walker,ENG,1,2,1,1,36,17,19,50,47.22222222
tournament,653,1999,13,Last 16,L16,2,Nigel Bond,ENG,8,2,1,1,40,21,19,50,52.5
tournament,654,1999,14,First Round,1R,1,Dominic Dale,WAL,2,1,0,1,16,6,10,0,37.5
tournament,655,1999,15,Quarter-Finals,QF,3,Ken Doherty,IRL,7,3,2,1,59,32,27,66.66666667,54.23728814
tournament,656,1999,16,First Round,1R,1,Steve James,ENG,9,1,0,1,13,3,10,0,23.07692308
tournament,657,1999,17,Semi-Finals,SF,4,Ronnie O'Sullivan,ENG,7,4,3,1,86,49,37,75,56.97674419
tournament,658,1999,18,First Round,1R,1,Leo Fernandez,IRL,1,1,0,1,13,3,10,0,23.07692308
tournament,659,1999,19,First Round,1R,1,Steve Davis,ENG,21,1,0,1,19,9,10,0,47.36842105
tournament,660,1999,20,Last 16,L16,2,Joe Perry,ENG,1,2,1,1,40,18,22,50,45
tournament,661,1999,21,First Round,1R,1,Anthony Hamilton,ENG,4,1,0,1,19,9,10,0,47.36842105
tournament,662,1999,22,Last 16,L16,2,Chris Small,SCO,2,2,1,1,44,22,22,50,50
tournament,663,1999,23,Quarter-Finals,QF,3,John Parrott,ENG,16,3,2,1,65,32,33,66.66666667,49.23076923
tournament,664,1999,24,First Round,1R,1,Terry Murphy,NIR,2,1,0,1,18,8,10,0,44.44444444
tournament,665,1999,25,First Round,1R,1,Peter Ebdon,ENG,8,1,0,1,17,7,10,0,41.17647059
tournament,666,1999,26,Quarter-Finals,QF,3,Matthew Stevens,WAL,2,3,2,1,56,28,28,66.66666667,50
tournament,667,1999,27,Last 16,L16,2,Tony Drago,MLT,9,2,1,1,35,18,17,50,51.42857143
tournament,668,1999,28,First Round,1R,1,Fergal O'Brien,IRL,3,1,0,1,14,4,10,0,28.57142857
tournament,669,1999,29,Last 16,L16,2,James Wattana,THA,8,2,1,1,38,17,21,50,44.73684211
tournament,670,1999,30,First Round,1R,1,Marco Fu,HKG,1,1,0,1,18,8,10,0,44.44444444
tournament,671,1999,31,Winner,W,6,Stephen Hendry,SCO,14,5,5,0,115,71,44,100,61.73913043
tournament,672,1999,32,First Round,1R,1,Paul Hunter,ENG,1,1,0,1,18,8,10,0,44.44444444
tournament,673,2000,1,First Round,1R,1,Stephen Hendry,SCO,15,1,0,1,17,7,10,0,41.17647059
tournament,674,2000,2,Last 16,L16,2,Stuart Bingham,ENG,1,2,1,1,39,19,20,50,48.71794872
tournament,675,2000,3,Quarter-Finals,QF,3,Jimmy White,ENG,20,3,2,1,59,30,29,66.66666667,50.84745763
tournament,676,2000,4,First Round,1R,1,Billy Snaddon,SCO,4,1,0,1,17,7,10,0,41.17647059
tournament,677,2000,5,Runner-Up,TF,5,Matthew Stevens,WAL,3,5,4,1,112,69,43,80,61.60714286
tournament,678,2000,6,First Round,1R,1,Tony Drago,MLT,10,1,0,1,12,2,10,0,16.66666667
tournament,679,2000,7,Last 16,L16,2,Alan McManus,SCO,10,2,1,1,34,14,20,50,41.17647059
tournament,680,2000,8,First Round,1R,1,Nigel Bond,ENG,9,1,0,1,17,7,10,0,41.17647059
tournament,681,2000,9,Last 16,L16,2,John Parrott,ENG,17,2,1,1,44,22,22,50,50
tournament,682,2000,10,First Round,1R,1,Gary Wilkinson,ENG,9,1,0,1,19,9,10,0,47.36842105
tournament,683,2000,11,First Round,1R,1,Paul Hunter,ENG,2,1,0,1,16,6,10,0,37.5
tournament,684,2000,12,Semi-Finals,SF,4,Joe Swail,NIR,4,4,3,1,92,48,44,75,52.17391304
tournament,685,2000,13,First Round,1R,1,Peter Ebdon,ENG,9,1,0,1,16,6,10,0,37.5
tournament,686,2000,14,Quarter-Finals,QF,3,Dominic Dale,WAL,3,3,2,1,52,32,20,66.66666667,61.53846154
tournament,687,2000,15,First Round,1R,1,Ronnie O'Sullivan,ENG,8,1,0,1,19,9,10,0,47.36842105
tournament,688,2000,16,Last 16,L16,2,David Gray,ENG,2,2,1,1,33,11,22,50,33.33333333
tournament,689,2000,17,Winner,W,6,Mark Williams,WAL,4,5,5,0,120,71,49,100,59.16666667
tournament,690,2000,18,First Round,1R,1,John Read,ENG,1,1,0,1,14,4,10,0,28.57142857
tournament,691,2000,19,First Round,1R,1,Mark King,ENG,4,1,0,1,18,8,10,0,44.44444444
tournament,692,2000,20,Last 16,L16,2,Drew Henry,SCO,3,2,1,1,40,19,21,50,47.5
tournament,693,2000,21,Quarter-Finals,QF,3,Fergal O'Brien,IRL,4,3,2,1,57,28,29,66.66666667,49.12280702
tournament,694,2000,22,First Round,1R,1,Chris Small,SCO,3,1,0,1,18,8,10,0,44.44444444
tournament,695,2000,23,Last 16,L16,2,Stephen Lee,ENG,5,2,1,1,34,18,16,50,52.94117647
tournament,696,2000,24,First Round,1R,1,Kristjan Helgason,ICE,1,1,0,1,13,3,10,0,23.07692308
tournament,697,2000,25,Last 16,L16,2,Ken Doherty,IRL,8,2,1,1,38,22,16,50,57.89473684
tournament,698,2000,26,First Round,1R,1,Darren Morgan,WAL,10,1,0,1,13,3,10,0,23.07692308
tournament,699,2000,27,Quarter-Finals,QF,3,Anthony Hamilton,ENG,5,3,2,1,55,26,29,66.66666667,47.27272727
tournament,700,2000,28,First Round,1R,1,Marco Fu,HKG,2,1,0,1,14,4,10,0,28.57142857
tournament,701,2000,29,Last 16,L16,2,Steve Davis,ENG,22,2,1,1,40,21,19,50,52.5
tournament,702,2000,30,First Round,1R,1,Graeme Dott,SCO,2,1,0,1,16,6,10,0,37.5
tournament,703,2000,31,Semi-Finals,SF,4,John Higgins,SCO,6,4,3,1,90,51,39,75,56.66666667
tournament,704,2000,32,First Round,1R,1,Dave Harold,ENG,6,1,0,1,18,8,10,0,44.44444444
tournament,705,2001,1,Last 16,L16,2,Mark Williams,WAL,5,2,1,1,39,22,17,50,56.41025641
tournament,706,2001,2,First Round,1R,1,Billy Snaddon,SCO,5,1,0,1,14,4,10,0,28.57142857
tournament,707,2001,3,Semi-Finals,SF,4,Joe Swail,NIR,5,4,3,1,96,47,49,75,48.95833333
tournament,708,2001,4,First Round,1R,1,Sean Storey,ENG,1,1,0,1,19,9,10,0,47.36842105
tournament,709,2001,5,First Round,1R,1,Fergal O'Brien,IRL,5,1,0,1,18,8,10,0,44.44444444
tournament,710,2001,6,Last 16,L16,2,Mark King,ENG,5,2,1,1,36,15,21,50,41.66666667
tournament,711,2001,7,First Round,1R,1,Alan McManus,SCO,11,1,0,1,12,2,10,0,16.66666667
tournament,712,2001,8,Quarter-Finals,QF,3,Patrick Wallace,NIR,1,3,2,1,54,34,20,66.66666667,62.96296296
tournament,713,2001,9,Last 16,L16,2,Stephen Lee,ENG,6,2,1,1,38,22,16,50,57.89473684
tournament,714,2001,10,First Round,1R,1,Nigel Bond,ENG,10,1,0,1,13,3,10,0,23.07692308
tournament,715,2001,11,Quarter-Finals,QF,3,Peter Ebdon,ENG,10,3,2,1,62,29,33,66.66666667,46.77419355
tournament,716,2001,12,First Round,1R,1,James Wattana,THA,9,1,0,1,18,8,10,0,44.44444444
tournament,717,2001,13,Last 16,L16,2,Dave Harold,ENG,7,2,1,1,34,16,18,50,47.05882353
tournament,718,2001,14,First Round,1R,1,Quinten Hann,AUS,2,1,0,1,15,5,10,0,33.33333333
tournament,719,2001,15,Winner,W,6,Ronnie O'Sullivan,ENG,9,5,5,0,110,71,39,100,64.54545455
tournament,720,2001,16,First Round,1R,1,Andy Hicks,ENG,4,1,0,1,12,2,10,0,16.66666667
tournament,721,2001,17,Quarter-Finals,QF,3,Stephen Hendry,SCO,16,3,2,1,51,28,23,66.66666667,54.90196078
tournament,722,2001,18,First Round,1R,1,Mark Davis,ENG,4,1,0,1,15,5,10,0,33.33333333
tournament,723,2001,19,Last 16,L16,2,Paul Hunter,ENG,3,2,1,1,34,15,19,50,44.11764706
tournament,724,2001,20,First Round,1R,1,David Roe,ENG,6,1,0,1,16,6,10,0,37.5
tournament,725,2001,21,Last 16,L16,2,Anthony Hamilton,ENG,6,2,1,1,32,15,17,50,46.875
tournament,726,2001,22,First Round,1R,1,Marcus Campbell,SCO,1,1,0,1,14,4,10,0,28.57142857
tournament,727,2001,23,Semi-Finals,SF,4,Matthew Stevens,WAL,4,4,3,1,79,51,28,75,64.55696203
tournament,728,2001,24,First Round,1R,1,Tony Drago,MLT,11,1,0,1,11,1,10,0,9.090909091
tournament,729,2001,25,Quarter-Finals,QF,3,Ken Doherty,IRL,9,3,2,1,56,29,27,66.66666667,51.78571429
tournament,730,2001,26,First Round,1R,1,Nick Dyson,ENG,2,1,0,1,17,7,10,0,41.17647059
tournament,731,2001,27,First Round,1R,1,John Parrott,ENG,18,1,0,1,16,6,10,0,37.5
tournament,732,2001,28,Last 16,L16,2,Michael Judge,IRL,1,2,1,1,36,17,19,50,47.22222222
tournament,733,2001,29,First Round,1R,1,Marco Fu,HKG,3,1,0,1,18,8,10,0,44.44444444
tournament,734,2001,30,Last 16,L16,2,Chris Small,SCO,4,2,1,1,39,18,21,50,46.15384615
tournament,735,2001,31,Runner-Up,TF,5,John Higgins,SCO,7,5,4,1,118,67,51,80,56.77966102
tournament,736,2001,32,First Round,1R,1,Graeme Dott,SCO,3,1,0,1,14,4,10,0,28.57142857
tournament,737,2002,1,Semi-Finals,SF,4,Ronnie O'Sullivan,ENG,10,4,3,1,83,49,34,75,59.03614458
tournament,738,2002,2,First Round,1R,1,Drew Henry,SCO,4,1,0,1,15,5,10,0,33.33333333
tournament,739,2002,3,First Round,1R,1,Fergal O'Brien,IRL,6,1,0,1,18,8,10,0,44.44444444
tournament,740,2002,4,Last 16,L16,2,Robert Milkins,ENG,1,2,1,1,33,12,21,50,36.36363636
tournament,741,2002,5,First Round,1R,1,Paul Hunter,ENG,4,1,0,1,19,9,10,0,47.36842105
tournament,742,2002,6,Last 16,L16,2,Quinten Hann,AUS,3,2,1,1,35,13,22,50,37.14285714
tournament,743,2002,7,Quarter-Finals,QF,3,Stephen Lee,ENG,7,3,2,1,56,33,23,66.66666667,58.92857143
tournament,744,2002,8,First Round,1R,1,Chris Small,SCO,5,1,0,1,17,7,10,0,41.17647059
tournament,745,2002,9,Runner-Up,TF,5,Stephen Hendry,SCO,17,5,4,1,120,70,50,80,58.33333333
