record_type,record_number,year,position_in_draw,result,result_code,tournament_stage,player,country,participation,matches_played,matches_won,matches_lost,frames_played,frames_won,frames_lost,match_win_pct,frame_win_pct
tournament,242,1986,18,First Round,1R,1,Bill Werbeniuk,CAN,9,1,0,1,15,5,10,0,33.33333333
tournament,243,1986,19,First Round,1R,1,David Taylor,ENG,10,1,0,1,17,7,10,0,41.17647059
tournament,244,1986,20,Last 16,L16,2,Eugene Hughes,IRL,3,2,1,1,36,16,20,50,44.44444444
tournament,245,1986,21,Quarter-Finals,QF,3,Willie Thorne,ENG,9,3,2,1,59,29,30,66.66666667,49.15254237
tournament,246,1986,22,First Round,1R,1,Stephen Hendry,SCO,1,1,0,1,18,8,10,0,44.44444444
tournament,247,1986,23,First Round,1R,1,Ray Reardon,WAL,10,1,0,1,18,8,10,0,44.44444444
tournament,248,1986,24,Last 16,L16,2,John Campbell,AUS,3,2,1,1,40,19,21,50,47.5
tournament,249,1986,25,Quarter-Finals,QF,3,Jimmy White,ENG,6,3,2,1,56,28,28,66.66666667,50
tournament,250,1986,26,First Round,1R,1,John Virgo,ENG,9,1,0,1,17,7,10,0,41.17647059
tournament,251,1986,27,First Round,1R,1,Tony Meo,ENG,7,1,0,1,14,4,10,0,28.57142857
tournament,252,1986,28,Last 16,L16,2,John Parrott,ENG,3,2,1,1,35,18,17,50,51.42857143
tournament,253,1986,29,Last 16,L16,2,Doug Mountjoy,WAL,10,2,1,1,31,15,16,50,48.38709677
tournament,254,1986,30,First Round,1R,1,Perrie Mans,RSA,8,1,0,1,13,3,10,0,23.07692308
tournament,255,1986,31,Runner-Up,TF,5,Steve Davis,ENG,8,5,4,1,108,64,44,80,59.25925926
tournament,256,1986,32,First Round,1R,1,Ray Edmonds,ENG,4,1,0,1,14,4,10,0,28.57142857
tournament,257,1987,1,Runner-Up,TF,5,Joe Johnson,ENG,4,5,4,1,121,66,55,80,54.54545455
tournament,258,1987,2,First Round,1R,1,Eugene Hughes,IRL,4,1,0,1,19,9,10,0,47.36842105
tournament,259,1987,3,First Round,1R,1,Rex Williams,ENG,7,1,0,1,15,5,10,0,33.33333333
tournament,260,1987,4,Last 16,L16,2,Murdo MacLeod,SCO,2,2,1,1,35,17,18,50,48.57142857
tournament,261,1987,5,First Round,1R,1,Kirk Stevens,CAN,9,1,0,1,14,4,10,0,28.57142857
tournament,262,1987,6,Last 16,L16,2,Steve Longworth,ENG,1,2,1,1,34,17,17,50,50
tournament,263,1987,7,First Round,1R,1,Willie Thorne,ENG,10,1,0,1,17,7,10,0,41.17647059
tournament,264,1987,8,Quarter-Finals,QF,3,Stephen Hendry,SCO,2,3,2,1,62,35,27,66.66666667,56.4516129
tournament,265,1987,9,First Round,1R,1,Tony Knowles,ENG,7,1,0,1,16,6,10,0,37.5
tournament,266,1987,10,Quarter-Finals,QF,3,Mike Hallett,ENG,6,3,2,1,60,32,28,66.66666667,53.33333333
tournament,267,1987,11,Last 16,L16,2,Silvino Francisco,RSA,6,2,1,1,35,19,16,50,54.28571429
tournament,268,1987,12,First Round,1R,1,John Campbell,AUS,4,1,0,1,13,3,10,0,23.07692308
tournament,269,1987,13,Semi-Finals,SF,4,Neal Foulds,ENG,4,4,3,1,84,45,39,75,53.57142857
tournament,270,1987,14,First Round,1R,1,John Virgo,ENG,10,1,0,1,14,4,10,0,28.57142857
tournament,271,1987,15,Last 16,L16,2,Dennis Taylor,NIR,11,2,1,1,37,20,17,50,54.05405405
tournament,272,1987,16,First Round,1R,1,Mark Bennett,WAL,1,1,0,1,14,4,10,0,28.57142857
tournament,273,1987,17,First Round,1R,1,Cliff Thorburn,CAN,11,1,0,1,15,5,10,0,33.33333333
tournament,274,1987,18,Quarter-Finals,QF,3,Dene O'Kane,NZL,2,3,2,1,52,29,23,66.66666667,55.76923077
tournament,275,1987,19,Last 16,L16,2,Doug Mountjoy,WAL,11,2,1,1,33,15,18,50,45.45454545
tournament,276,1987,20,First Round,1R,1,David Taylor,ENG,11,1,0,1,15,5,10,0,33.33333333
tournament,277,1987,21,First Round,1R,1,Tony Meo,ENG,8,1,0,1,18,8,10,0,44.44444444
tournament,278,1987,22,Last 16,L16,2,John Parrott,ENG,4,2,1,1,42,21,21,50,50
tournament,279,1987,23,Semi-Finals,SF,4,Jimmy White,ENG,7,4,3,1,88,47,41,75,53.40909091
tournament,280,1987,24,First Round,1R,1,Dean Reynolds,ENG,5,1,0,1,18,8,10,0,44.44444444
tournament,281,1987,25,Last 16,L16,2,Alex Higgins,NIR,11,2,1,1,39,20,19,50,51.28205128
tournament,282,1987,26,First Round,1R,1,Jon Wright,ENG,1,1,0,1,16,6,10,0,37.5
tournament,283,1987,27,Quarter-Finals,QF,3,Terry Griffiths,WAL,9,3,2,1,55,28,27,66.66666667,50.90909091
tournament,284,1987,28,First Round,1R,1,Jim Wych,CAN,3,1,0,1,14,4,10,0,28.57142857
tournament,285,1987,29,Last 16,L16,2,Ray Reardon,WAL,11,2,1,1,32,14,18,50,43.75
tournament,286,1987,30,First Round,1R,1,Barry West,ENG,1,1,0,1,15,5,10,0,33.33333333
tournament,287,1987,31,Winner,W,6,Steve Davis,ENG,9,5,5,0,111,70,41,100,63.06306306
tournament,288,1987,32,First Round,1R,1,Warren King,AUS,2,1,0,1,17,7,10,0,41.17647059
tournament,289,1988,1,Winner,W,6,Steve Davis,ENG,10,5,5,0,102,70,32,100,68.62745098
tournament,290,1988,2,First Round,1R,1,John Virgo,ENG,11,1,0,1,18,8,10,0,44.44444444
tournament,291,1988,3,Last 16,L16,2,Mike Hallett,ENG,7,2,1,1,26,11,15,50,42.30769231
tournament,292,1988,4,First Round,1R,1,Bob Chaperon,CAN,1,1,0,1,12,2,10,0,16.66666667
tournament,293,1988,5,First Round,1R,1,Alex Higgins,NIR,12,1,0,1,12,2,10,0,16.66666667
tournament,294,1988,6,Quarter-Finals,QF,3,Tony Drago,MLT,1,3,2,1,47,27,20,66.66666667,57.44680851
tournament,295,1988,7,Last 16,L16,2,Dennis Taylor,NIR,12,2,1,1,36,15,21,50,41.66666667
tournament,296,1988,8,First Round,1R,1,Bill Werbeniuk,CAN,10,1,0,1,18,8,10,0,44.44444444
tournament,297,1988,9,Last 16,L16,2,Joe Johnson,ENG,5,2,1,1,39,19,20,50,48.71794872
tournament,298,1988,10,First Round,1R,1,Cliff Wilson,WAL,6,1,0,1,17,7,10,0,41.17647059
tournament,299,1988,11,First Round,1R,1,Rex Williams,ENG,8,1,0,1,16,6,10,0,37.5
tournament,300,1988,12,Quarter-Finals,QF,3,Steve James,ENG,1,3,2,1,62,34,28,66.66666667,54.83870968
tournament,301,1988,13,Last 16,L16,2,John Parrott,ENG,5,2,1,1,37,20,17,50,54.05405405
tournament,302,1988,14,First Round,1R,1,Warren King,AUS,3,1,0,1,14,4,10,0,28.57142857
tournament,303,1988,15,Semi-Finals,SF,4,Cliff Thorburn,CAN,12,4,3,1,87,44,43,75,50.57471264
tournament,304,1988,16,First Round,1R,1,Kirk Stevens,CAN,10,1,0,1,16,6,10,0,37.5
tournament,305,1988,17,Quarter-Finals,QF,3,Neal Foulds,ENG,5,3,2,1,53,32,21,66.66666667,60.37735849
tournament,306,1988,18,First Round,1R,1,Wayne Jones,WAL,2,1,0,1,17,7,10,0,41.17647059
tournament,307,1988,19,Last 16,L16,2,Doug Mountjoy,WAL,12,2,1,1,30,11,19,50,36.66666667
tournament,308,1988,20,First Round,1R,1,Barry West,ENG,2,1,0,1,16,6,10,0,37.5
tournament,309,1988,21,Last 16,L16,2,Willie Thorne,ENG,11,2,1,1,38,19,19,50,50
tournament,310,1988,22,First Round,1R,1,Peter Francisco,RSA,1,1,0,1,16,6,10,0,37.5
tournament,311,1988,23,Runner-Up,TF,5,Terry Griffiths,WAL,10,5,4,1,111,63,48,80,56.75675676
tournament,312,1988,24,First Round,1R,1,Steve Longworth,ENG,2,1,0,1,11,1,10,0,9.090909091
tournament,313,1988,25,Quarter-Finals,QF,3,Tony Knowles,ENG,8,3,2,1,57,29,28,66.66666667,50.87719298
tournament,314,1988,26,First Round,1R,1,Danny Fowler,ENG,2,1,0,1,18,8,10,0,44.44444444
tournament,315,1988,27,First Round,1R,1,Silvino Francisco,RSA,7,1,0,1,17,7,10,0,41.17647059
tournament,316,1988,28,Last 16,L16,2,Eddie Charlton,AUS,11,2,1,1,37,17,20,50,45.94594595
tournament,317,1988,29,First Round,1R,1,Dean Reynolds,ENG,6,1,0,1,16,6,10,0,37.5
tournament,318,1988,30,Last 16,L16,2,Stephen Hendry,SCO,3,2,1,1,41,22,19,50,53.65853659
tournament,319,1988,31,Semi-Finals,SF,4,Jimmy White,ENG,8,4,3,1,84,47,37,75,55.95238095
tournament,320,1988,32,First Round,1R,1,John Campbell,AUS,5,1,0,1,13,3,10,0,23.07692308
tournament,321,1989,1,Winner,W,6,Steve Davis,ENG,11,5,5,0,93,70,23,100,75.2688172
tournament,322,1989,2,First Round,1R,1,Steve Newbury,WAL,1,1,0,1,15,5,10,0,33.33333333
tournament,323,1989,3,First Round,1R,1,Cliff Wilson,WAL,7,1,0,1,11,1,10,0,9.090909091
tournament,324,1989,4,Last 16,L16,2,Steve Duggan,ENG,1,2,1,1,27,13,14,50,48.14814815
tournament,325,1989,5,Quarter-Finals,QF,3,Mike Hallett,ENG,8,3,2,1,58,26,32,66.66666667,44.82758621
tournament,326,1989,6,First Round,1R,1,Doug Mountjoy,WAL,13,1,0,1,17,7,10,0,41.17647059
tournament,327,1989,7,First Round,1R,1,Tony Knowles,ENG,9,1,0,1,16,6,10,0,37.5
tournament,328,1989,8,Last 16,L16,2,David Roe,ENG,1,2,1,1,41,22,19,50,53.65853659
tournament,329,1989,9,Quarter-Finals,QF,3,Terry Griffiths,WAL,11,3,2,1,56,28,28,66.66666667,50
tournament,330,1989,10,First Round,1R,1,Bob Chaperon,CAN,2,1,0,1,16,6,10,0,37.5
tournament,331,1989,11,Last 16,L16,2,Silvino Francisco,RSA,8,2,1,1,38,19,19,50,50
tournament,332,1989,12,First Round,1R,1,Joe O'Boye,ENG,1,1,0,1,16,6,10,0,37.5
tournament,333,1989,13,Last 16,L16,2,Willie Thorne,ENG,12,2,1,1,32,14,18,50,43.75
tournament,334,1989,14,First Round,1R,1,Paddy Browne,IRL,1,1,0,1,15,5,10,0,33.33333333
tournament,335,1989,15,Semi-Finals,SF,4,Stephen Hendry,SCO,4,4,3,1,79,45,34,75,56.96202532
tournament,336,1989,16,First Round,1R,1,Gary Wilkinson,ENG,1,1,0,1,19,9,10,0,47.36842105
tournament,337,1989,17,First Round,1R,1,Neal Foulds,ENG,6,1,0,1,19,9,10,0,47.36842105
tournament,338,1989,18,Last 16,L16,2,Wayne Jones,WAL,3,2,1,1,35,13,22,50,37.14285714
tournament,339,1989,19,First Round,1R,1,Peter Francisco,RSA,2,1,0,1,17,7,10,0,41.17647059
tournament,340,1989,20,Quarter-Finals,QF,3,Dean Reynolds,ENG,7,3,2,1,55,32,23,66.66666667,58.18181818
tournament,341,1989,21,First Round,1R,1,Joe Johnson,ENG,6,1,0,1,15,5,10,0,33.33333333
tournament,342,1989,22,Semi-Finals,SF,4,Tony Meo,ENG,9,4,3,1,81,43,38,75,53.08641975
tournament,343,1989,23,First Round,1R,1,Cliff Thorburn,CAN,13,1,0,1,19,9,10,0,47.36842105
tournament,344,1989,24,Last 16,L16,2,Eddie Charlton,AUS,12,2,1,1,40,18,22,50,45
tournament,345,1989,25,Runner-Up,TF,5,John Parrott,ENG,6,5,4,1,106,55,51,80,51.88679245
tournament,346,1989,26,First Round,1R,1,Steve James,ENG,2,1,0,1,19,9,10,0,47.36842105
tournament,347,1989,27,Last 16,L16,2,Dennis Taylor,NIR,13,2,1,1,36,20,16,50,55.55555556
tournament,348,1989,28,First Round,1R,1,Eugene Hughes,IRL,5,1,0,1,13,3,10,0,23.07692308
tournament,349,1989,29,Last 16,L16,2,John Virgo,ENG,12,2,1,1,39,22,17,50,56.41025641
tournament,350,1989,30,First Round,1R,1,Darren Morgan,WAL,1,1,0,1,14,4,10,0,28.57142857
tournament,351,1989,31,Quarter-Finals,QF,3,Jimmy White,ENG,9,3,2,1,62,30,32,66.66666667,48.38709677
tournament,352,1989,32,First Round,1R,1,Dene O'Kane,NZL,3,1,0,1,17,7,10,0,41.17647059
tournament,353,1990,1,Semi-Finals,SF,4,Steve Davis,ENG,12,4,3,1,82,50,32,75,60.97560976
tournament,354,1990,2,First Round,1R,1,Eddie Charlton,AUS,13,1,0,1,11,1,10,0,9.090909091
tournament,355,1990,3,Last 16,L16,2,Steve James,ENG,3,2,1,1,35,17,18,50,48.57142857
tournament,356,1990,4,First Round,1R,1,Alex Higgins,NIR,13,1,0,1,15,5,10,0,33.33333333
tournament,357,1990,5,Last 16,L16,2,Willie Thorne,ENG,13,2,1,1,38,21,17,50,55.26315789
tournament,358,1990,6,First Round,1R,1,Tony Drago,MLT,2,1,0,1,14,4,10,0,28.57142857
tournament,359,1990,7,First Round,1R,1,Dennis Taylor,NIR,14,1,0,1,18,8,10,0,44.44444444
tournament,360,1990,8,Quarter-Finals,QF,3,Neal Foulds,ENG,7,3,2,1,63,31,32,66.66666667,49.20634921
tournament,361,1990,9,Quarter-Finals,QF,3,Terry Griffiths,WAL,12,3,2,1,51,28,23,66.66666667,54.90196078
tournament,362,1990,10,First Round,1R,1,Nigel Gilbert,ENG,1,1,0,1,14,4,10,0,28.57142857
tournament,363,1990,11,Last 16,L16,2,Tony Knowles,ENG,10,2,1,1,33,16,17,50,48.48484848
tournament,364,1990,12,First Round,1R,1,Tony Chappel,WAL,1,1,0,1,14,4,10,0,28.57142857
tournament,365,1990,13,Last 16,L16,2,John Virgo,ENG,13,2,1,1,35,16,19,50,45.71428571
tournament,366,1990,14,First Round,1R,1,Gary Wilkinson,ENG,2,1,0,1,16,6,10,0,37.5
tournament,367,1990,15,Runner-Up,TF,5,Jimmy White,ENG,10,5,4,1,111,64,47,80,57.65765766
tournament,368,1990,16,First Round,1R,1,Danny Fowler,ENG,3,1,0,1,14,4,10,0,28.57142857
tournament,369,1990,17,Winner,W,6,Stephen Hendry,SCO,5,5,5,0,113,70,43,100,61.94690265
tournament,370,1990,18,First Round,1R,1,Alain Robidoux,CAN,1,1,0,1,17,7,10,0,41.17647059
tournament,371,1990,19,Last 16,L16,2,Tony Meo,ENG,10,2,1,1,38,17,21,50,44.73684211
tournament,372,1990,20,First Round,1R,1,Wayne Jones,WAL,4,1,0,1,18,8,10,0,44.44444444
tournament,373,1990,21,First Round,1R,1,Joe Johnson,ENG,7,1,0,1,18,8,10,0,44.44444444
tournament,374,1990,22,Quarter-Finals,QF,3,Darren Morgan,WAL,2,3,2,1,58,29,29,66.66666667,50
tournament,375,1990,23,Last 16,L16,2,Mike Hallett,ENG,9,2,1,1,40,18,22,50,45
tournament,376,1990,24,First Round,1R,1,Steve Newbury,WAL,2,1,0,1,19,9,10,0,47.36842105
tournament,377,1990,25,Quarter-Finals,QF,3,Cliff Thorburn,CAN,14,3,2,1,60,29,31,66.66666667,48.33333333
tournament,378,1990,26,First Round,1R,1,Cliff Wilson,WAL,8,1,0,1,16,6,10,0,37.5
tournament,379,1990,27,Last 16,L16,2,Doug Mountjoy,WAL,14,2,1,1,43,22,21,50,51.1627907
tournament,380,1990,28,First Round,1R,1,Brady Gollan,CAN,1,1,0,1,18,8,10,0,44.44444444
tournament,381,1990,29,Last 16,L16,2,Dean Reynolds,ENG,8,2,1,1,41,21,20,50,51.2195122
tournament,382,1990,30,First Round,1R,1,Peter Francisco,RSA,3,1,0,1,17,7,10,0,41.17647059
tournament,383,1990,31,Semi-Finals,SF,4,John Parrott,ENG,7,4,3,1,89,47,42,75,52.80898876
tournament,384,1990,32,First Round,1R,1,Mark Bennett,WAL,2,1,0,1,19,9,10,0,47.36842105
tournament,385,1991,1,Quarter-Finals,QF,3,Stephen Hendry,SCO,6,3,2,1,59,34,25,66.66666667,57.62711864
tournament,386,1991,2,First Round,1R,1,Warren King,AUS,4,1,0,1,14,4,10,0,28.57142857
tournament,387,1991,3,Last 16,L16,2,Alain Robidoux,CAN,2,2,1,1,36,18,18,50,50
tournament,388,1991,4,First Round,1R,1,Steve Newbury,WAL,3,1,0,1,15,5,10,0,33.33333333
tournament,389,1991,5,Semi-Finals,SF,4,Steve James,ENG,4,4,3,1,87,45,42,75,51.72413793
tournament,390,1991,6,First Round,1R,1,Ian Graham,ENG,1,1,0,1,13,3,10,0,23.07692308
tournament,391,1991,7,Last 16,L16,2,Dean Reynolds,ENG,9,2,1,1,43,22,21,50,51.1627907
tournament,392,1991,8,First Round,1R,1,Robert Marshall,ENG,1,1,0,1,18,8,10,0,44.44444444
tournament,393,1991,9,First Round,1R,1,Doug Mountjoy,WAL,15,1,0,1,12,2,10,0,16.66666667
tournament,394,1991,10,Quarter-Finals,QF,3,Gary Wilkinson,ENG,3,3,2,1,50,26,24,66.66666667,52
tournament,395,1991,11,Last 16,L16,2,Martin Clark,ENG,1,2,1,1,38,19,19,50,50
tournament,396,1991,12,First Round,1R,1,Mark Bennett,WAL,3,1,0,1,16,6,10,0,37.5
tournament,397,1991,13,Last 16,L16,2,Neal Foulds,ENG,8,2,1,1,42,22,20,50,52.38095238
tournament,398,1991,14,First Round,1R,1,Eddie Charlton,AUS,14,1,0,1,17,7,10,0,41.17647059
tournament,399,1991,15,Runner-Up,TF,5,Jimmy White,ENG,11,5,4,1,108,63,45,80,58.33333333
tournament,400,1991,16,First Round,1R,1,Nick Dyson,ENG,1,1,0,1,13,3,10,0,23.07692308
tournament,401,1991,17,Winner,W,6,John Parrott,ENG,8,5,5,0,108,70,38,100,64.81481481
tournament,402,1991,18,First Round,1R,1,Nigel Gilbert,ENG,2,1,0,1,16,6,10,0,37.5
tournament,403,1991,19,First Round,1R,1,John Virgo,ENG,14,1,0,1,18,8,10,0,44.44444444
tournament,404,1991,20,Last 16,L16,2,Tony Knowles,ENG,11,2,1,1,32,11,21,50,34.375
tournament,405,1991,21,First Round,1R,1,Willie Thorne,ENG,14,1,0,1,18,8,10,0,44.44444444
tournament,406,1991,22,Last 16,L16,2,Alan McManus,SCO,1,2,1,1,43,22,21,50,51.1627907
tournament,407,1991,23,Quarter-Finals,QF,3,Terry Griffiths,WAL,13,3,2,1,61,33,28,66.66666667,54.09836066
tournament,408,1991,24,First Round,1R,1,Barry Pinches,ENG,1,1,0,1,13,3,10,0,23.07692308
tournament,409,1991,25,First Round,1R,1,Mike Hallett,ENG,10,1,0,1,14,4,10,0,28.57142857
tournament,410,1991,26,Last 16,L16,2,Tony Jones,ENG,2,2,1,1,35,18,17,50,51.42857143
tournament,411,1991,27,Quarter-Finals,QF,3,Dennis Taylor,NIR,15,3,2,1,57,30,27,66.66666667,52.63157895
tournament,412,1991,28,First Round,1R,1,Joe Johnson,ENG,8,1,0,1,16,6,10,0,37.5
tournament,413,1991,29,Last 16,L16,2,Tony Meo,ENG,11,2,1,1,36,16,20,50,44.44444444
tournament,414,1991,30,First Round,1R,1,Craig Edwards,ENG,1,1,0,1,17,7,10,0,41.17647059
tournament,415,1991,31,Semi-Finals,SF,4,Steve Davis,ENG,13,4,3,1,83,46,37,75,55.42168675
tournament,416,1991,32,First Round,1R,1,Ken Doherty,IRL,1,1,0,1,18,8,10,0,44.44444444
tournament,417,1992,1,Quarter-Finals,QF,3,John Parrott,ENG,9,3,2,1,52,35,17,66.66666667,67.30769231
tournament,418,1992,2,First Round,1R,1,Eddie Charlton,AUS,15,1,0,1,10,0,10,0,0
tournament,419,1992,3,Last 16,L16,2,Tony Knowles,ENG,12,2,1,1,31,14,17,50,45.16129032
tournament,420,1992,4,First Round,1R,1,Mark Johnston-Allen,ENG,1,1,0,1,14,4,10,0,28.57142857
tournament,421,1992,5,First Round,1R,1,Dennis Taylor,NIR,16,1,0,1,16,6,10,0,37.5
tournament,422,1992,6,Last 16,L16,2,Mick Price,ENG,1,2,1,1,39,20,19,50,51.28205128
tournament,423,1992,7,First Round,1R,1,Mike Hallett,ENG,11,1,0,1,18,8,10,0,44.44444444
tournament,424,1992,8,Semi-Finals,SF,4,Alan McManus,SCO,2,4,3,1,89,43,46,75,48.31460674
tournament,425,1992,9,First Round,1R,1,Gary Wilkinson,ENG,4,1,0,1,16,6,10,0,37.5
tournament,426,1992,10,Last 16,L16,2,Willie Thorne,ENG,15,2,1,1,35,16,19,50,45.71428571
tournament,427,1992,11,First Round,1R,1,Dean Reynolds,ENG,10,1,0,1,17,7,10,0,41.17647059
tournament,428,1992,12,Quarter-Finals,QF,3,Jim Wych,CAN,4,3,2,1,58,32,26,66.66666667,55.17241379
tournament,429,1992,13,Last 16,L16,2,Alain Robidoux,CAN,3,2,1,1,41,21,20,50,51.2195122
tournament,430,1992,14,First Round,1R,1,Nigel Bond,ENG,1,1,0,1,17,7,10,0,41.17647059
tournament,431,1992,15,Runner-Up,TF,5,Jimmy White,ENG,12,5,4,1,115,66,49,80,57.39130435
tournament,432,1992,16,First Round,1R,1,Tony Drago,MLT,3,1,0,1,14,4,10,0,28.57142857
tournament,433,1992,17,First Round,1R,1,Steve Davis,ENG,14,1,0,1,14,4,10,0,28.57142857
tournament,434,1992,18,Quarter-Finals,QF,3,Peter Ebdon,ENG,1,3,2,1,51,30,21,66.66666667,58.82352941
tournament,435,1992,19,Last 16,L16,2,Martin Clark,ENG,2,2,1,1,34,14,20,50,41.17647059
tournament,436,1992,20,First Round,1R,1,Peter Francisco,RSA,4,1,0,1,17,7,10,0,41.17647059
tournament,437,1992,21,Semi-Finals,SF,4,Terry Griffiths,WAL,14,4,3,1,78,40,38,75,51.28205128
tournament,438,1992,22,First Round,1R,1,Bob Chaperon,CAN,3,1,0,1,18,8,10,0,44.44444444
tournament,439,1992,23,Last 16,L16,2,Neal Foulds,ENG,9,2,1,1,38,17,21,50,44.73684211
tournament,440,1992,24,First Round,1R,1,Jason Ferguson,ENG,1,1,0,1,18,8,10,0,44.44444444
tournament,441,1992,25,First Round,1R,1,Steve James,ENG,5,1,0,1,19,9,10,0,47.36842105
tournament,442,1992,26,Quarter-Finals,QF,3,Dene O'Kane,NZL,4,3,2,1,61,29,32,66.66666667,47.54098361
tournament,443,1992,27,First Round,1R,1,Doug Mountjoy,WAL,16,1,0,1,17,7,10,0,41.17647059
tournament,444,1992,28,Last 16,L16,2,Chris Small,SCO,1,2,1,1,40,20,20,50,50
tournament,445,1992,29,Last 16,L16,2,James Wattana,THA,1,2,1,1,38,20,18,50,52.63157895
tournament,446,1992,30,First Round,1R,1,Tony Jones,ENG,3,1,0,1,15,5,10,0,33.33333333
tournament,447,1992,31,Winner,W,6,Stephen Hendry,SCO,7,5,5,0,107,70,37,100,65.42056075
tournament,448,1992,32,First Round,1R,1,Stephen Murphy,IRL,1,1,0,1,13,3,10,0,23.07692308
tournament,449,1993,1,Winner,W,6,Stephen Hendry,SCO,8,5,5,0,95,70,25,100,73.68421053
tournament,450,1993,2,First Round,1R,1,Danny Fowler,ENG,4,1,0,1,11,1,10,0,9.090909091
tournament,451,1993,3,Last 16,L16,2,Darren Morgan,WAL,3,2,1,1,32,14,18,50,43.75
tournament,452,1993,4,First Round,1R,1,Les Dodd,ENG,2,1,0,1,15,5,10,0,33.33333333
tournament,453,1993,5,Quarter-Finals,QF,3,Nigel Bond,ENG,2,3,2,1,54,30,24,66.66666667,55.55555556
tournament,454,1993,6,First Round,1R,1,Spencer Dunn,ENG,1,1,0,1,14,4,10,0,28.57142857
tournament,455,1993,7,Last 16,L16,2,Gary Wilkinson,ENG,5,2,1,1,34,17,17,50,50
tournament,456,1993,8,First Round,1R,1,Dean Reynolds,ENG,11,1,0,1,14,4,10,0,28.57142857
tournament,457,1993,9,Quarter-Finals,QF,3,Neal Foulds,ENG,10,3,2,1,59,34,25,66.66666667,57.62711864
tournament,458,1993,10,First Round,1R,1,Brian Morgan,ENG,1,1,0,1,15,5,10,0,33.33333333
tournament,459,1993,11,Last 16,L16,2,Martin Clark,ENG,3,2,1,1,36,17,19,50,47.22222222
tournament,460,1993,12,First Round,1R,1,Karl Payne,ENG,1,1,0,1,16,6,10,0,37.5
tournament,461,1993,13,Semi-Finals,SF,4,Alan McManus,SCO,3,4,3,1,89,44,45,75,49.43820225
tournament,462,1993,14,First Round,1R,1,Ronnie O'Sullivan,ENG,1,1,0,1,17,7,10,0,41.17647059
tournament,463,1993,15,Last 16,L16,2,Steve Davis,ENG,15,2,1,1,37,21,16,50,56.75675676
tournament,464,1993,16,First Round,1R,1,Peter Ebdon,ENG,2,1,0,1,13,3,10,0,23.07692308
tournament,465,1993,17,Runner-Up,TF,5,Jimmy White,ENG,13,5,4,1,102,57,45,80,55.88235294
tournament,466,1993,18,First Round,1R,1,Joe Swail,NIR,1,1,0,1,14,4,10,0,28.57142857
tournament,467,1993,19,First Round,1R,1,Alain Robidoux,CAN,4,1,0,1,16,6,10,0,37.5
tournament,468,1993,20,Last 16,L16,2,Doug Mountjoy,WAL,17,2,1,1,35,16,19,50,45.71428571
tournament,469,1993,21,Quarter-Finals,QF,3,Dennis Taylor,NIR,17,3,2,1,64,31,33,66.66666667,48.4375
tournament,470,1993,22,First Round,1R,1,Tony Drago,MLT,4,1,0,1,19,9,10,0,47.36842105
tournament,471,1993,23,Last 16,L16,2,Terry Griffiths,WAL,15,2,1,1,40,21,19,50,52.5
tournament,472,1993,24,First Round,1R,1,David Roe,ENG,2,1,0,1,16,6,10,0,37.5
tournament,473,1993,25,Semi-Finals,SF,4,James Wattana,THA,2,4,3,1,81,45,36,75,55.55555556
tournament,474,1993,26,First Round,1R,1,Tony Jones,ENG,4,1,0,1,17,7,10,0,41.17647059
tournament,475,1993,27,Last 16,L16,2,Steve James,ENG,6,2,1,1,32,17,15,50,53.125
tournament,476,1993,28,First Round,1R,1,John Giles,ENG,1,1,0,1,12,2,10,0,16.66666667
tournament,477,1993,29,Last 16,L16,2,Willie Thorne,ENG,16,2,1,1,38,19,19,50,50
tournament,478,1993,30,First Round,1R,1,Shaun Mellish,ENG,1,1,0,1,16,6,10,0,37.5
tournament,479,1993,31,Quarter-Finals,QF,3,John Parrott,ENG,10,3,2,1,52,29,23,66.66666667,55.76923077
tournament,480,1993,32,First Round,1R,1,Stephen O'Connor,IRL,1,1,0,1,11,1,10,0,9.090909091
tournament,481,1994,1,Winner,W,6,Stephen Hendry,SCO,9,5,5,0,107,70,37,100,65.42056075
tournament,482,1994,2,First Round,1R,1,Surinder Gill,ENG,1,1,0,1,11,1,10,0,9.090909091
tournament,483,1994,3,First Round,1R,1,David Roe,ENG,3,1,0,1,18,8,10,0,44.44444444
tournament,484,1994,4,Last 16,L16,2,Dave Harold,ENG,1,2,1,1,33,12,21,50,36.36363636
tournament,485,1994,5,Quarter-Finals,QF,3,Nigel Bond,ENG,3,3,2,1,61,31,30,66.66666667,50.81967213
tournament,486,1994,6,First Round,1R,1,Cliff Thorburn,CAN,15,1,0,1,19,9,10,0,47.36842105
tournament,487,1994,7,Last 16,L16,2,Terry Griffiths,WAL,16,2,1,1,38,18,20,50,47.36842105
tournament,488,1994,8,First Round,1R,1,Mark Davis,ENG,1,1,0,1,17,7,10,0,41.17647059
tournament,489,1994,9,Quarter-Finals,QF,3,James Wattana,THA,3,3,2,1,60,32,28,66.66666667,53.33333333
tournament,490,1994,10,First Round,1R,1,Peter Ebdon,ENG,3,1,0,1,16,6,10,0,37.5
tournament,491,1994,11,First Round,1R,1,Martin Clark,ENG,4,1,0,1,19,9,10,0,47.36842105
tournament,492,1994,12,Last 16,L16,2,Brian Morgan,ENG,2,2,1,1,41,19,22,50,46.34146341
tournament,493,1994,13,Last 16,L16,2,Steve James,ENG,7,2,1,1,35,13,22,50,37.14285714
