match_number,year,round,round_code,tournament_stage,best_of,frames_played,player_1,player_1_nat,player_1_seed,player_1_score,player_1_pct,player_1_result,player_2,player_2_nat,player_2_seed,player_2_score,player_2_pct,player_2_result,winner,winner_nat,winner_seed,winner_score,loser,loser_nat,loser_seed,loser_score,margin,match_up
1097,2014,First Round,1R,1,19,15,Ken Doherty,IRL,u,10,66.66666667,W,Stuart Bingham,ENG,6,5,33.33333333,L,Ken Doherty,IRL,u,10,Stuart Bingham,ENG,6,5,5,Ken Doherty v Stuart Bingham
1097,2014,First Round,1R,1,19,15,Stuart Bingham,ENG,6,5,33.33333333,L,Ken Doherty,IRL,u,10,66.66666667,W,Ken Doherty,IRL,u,10,Stuart Bingham,ENG,6,5,5,Ken Doherty v Stuart Bingham
1098,2014,First Round,1R,1,19,18,Judd Trump,ENG,7,10,55.55555556,W,Tom Ford,ENG,u,8,44.44444444,L,Judd Trump,ENG,7,10,Tom Ford,ENG,u,8,2,Judd Trump v Tom Ford
1098,2014,First Round,1R,1,19,18,Tom Ford,ENG,u,8,44.44444444,L,Judd Trump,ENG,7,10,55.55555556,W,Judd Trump,ENG,7,10,Tom Ford,ENG,u,8,2,Judd Trump v Tom Ford
1099,2014,First Round,1R,1,19,19,Ryan Day,WAL,u,10,52.63157895,W,Stephen Maguire,SCO,10,9,47.36842105,L,Ryan Day,WAL,u,10,Stephen Maguire,SCO,10,9,1,Ryan Day v Stephen Maguire
1099,2014,First Round,1R,1,19,19,Stephen Maguire,SCO,10,9,47.36842105,L,Ryan Day,WAL,u,10,52.63157895,W,Ryan Day,WAL,u,10,Stephen Maguire,SCO,10,9,1,Ryan Day v Stephen Maguire
1100,2014,First Round,1R,1,19,14,Mark Allen,NIR,15,10,71.42857143,W,Michael Holt,ENG,u,4,28.57142857,L,Mark Allen,NIR,15,10,Michael Holt,ENG,u,4,6,Mark Allen v Michael Holt
1100,2014,First Round,1R,1,19,14,Michael Holt,ENG,u,4,28.57142857,L,Mark Allen,NIR,15,10,71.42857143,W,Mark Allen,NIR,15,10,Michael Holt,ENG,u,4,6,Mark Allen v Michael Holt
1101,2014,First Round,1R,1,19,12,Neil Robertson,AUS,2,10,83.33333333,W,Robbie Williams,ENG,u,2,16.66666667,L,Neil Robertson,AUS,2,10,Robbie Williams,ENG,u,2,8,Neil Robertson v Robbie Williams
1101,2014,First Round,1R,1,19,12,Robbie Williams,ENG,u,2,16.66666667,L,Neil Robertson,AUS,2,10,83.33333333,W,Neil Robertson,AUS,2,10,Robbie Williams,ENG,u,2,8,Neil Robertson v Robbie Williams
1102,2014,Last 16,L16,2,25,24,Joe Perry,ENG,16,11,45.83333333,L,Ronnie O'Sullivan,ENG,1,13,54.16666667,W,Ronnie O'Sullivan,ENG,1,13,Joe Perry,ENG,16,11,2,Joe Perry v Ronnie O'Sullivan
1102,2014,Last 16,L16,2,25,24,Ronnie O'Sullivan,ENG,1,13,54.16666667,W,Joe Perry,ENG,16,11,45.83333333,L,Ronnie O'Sullivan,ENG,1,13,Joe Perry,ENG,16,11,2,Joe Perry v Ronnie O'Sullivan
1103,2014,Last 16,L16,2,25,21,Marco Fu,HKG,8,8,38.0952381,L,Shaun Murphy,ENG,9,13,61.9047619,W,Shaun Murphy,ENG,9,13,Marco Fu,HKG,8,8,5,Marco Fu v Shaun Murphy
1103,2014,Last 16,L16,2,25,21,Shaun Murphy,ENG,9,13,61.9047619,W,Marco Fu,HKG,8,8,38.0952381,L,Shaun Murphy,ENG,9,13,Marco Fu,HKG,8,8,5,Marco Fu v Shaun Murphy
1104,2014,Last 16,L16,2,25,24,Barry Hawkins,ENG,5,13,54.16666667,W,Ricky Walden,ENG,12,11,45.83333333,L,Barry Hawkins,ENG,5,13,Ricky Walden,ENG,12,11,2,Barry Hawkins v Ricky Walden
1104,2014,Last 16,L16,2,25,24,Ricky Walden,ENG,12,11,45.83333333,L,Barry Hawkins,ENG,5,13,54.16666667,W,Barry Hawkins,ENG,5,13,Ricky Walden,ENG,12,11,2,Barry Hawkins v Ricky Walden
1105,2014,Last 16,L16,2,25,17,Dominic Dale,WAL,u,13,76.47058824,W,Michael Wasley,ENG,u,4,23.52941176,L,Dominic Dale,WAL,u,13,Michael Wasley,ENG,u,4,9,Dominic Dale v Michael Wasley
1105,2014,Last 16,L16,2,25,17,Michael Wasley,ENG,u,4,23.52941176,L,Dominic Dale,WAL,u,13,76.47058824,W,Dominic Dale,WAL,u,13,Michael Wasley,ENG,u,4,9,Dominic Dale v Michael Wasley
1106,2014,Last 16,L16,2,25,22,Ali Carter,ENG,14,9,40.90909091,L,Mark Selby,ENG,3,13,59.09090909,W,Mark Selby,ENG,3,13,Ali Carter,ENG,14,9,4,Ali Carter v Mark Selby
1106,2014,Last 16,L16,2,25,22,Mark Selby,ENG,3,13,59.09090909,W,Ali Carter,ENG,14,9,40.90909091,L,Mark Selby,ENG,3,13,Ali Carter,ENG,14,9,4,Ali Carter v Mark Selby
1107,2014,Last 16,L16,2,25,21,Alan McManus,SCO,u,13,61.9047619,W,Ken Doherty,IRL,u,8,38.0952381,L,Alan McManus,SCO,u,13,Ken Doherty,IRL,u,8,5,Alan McManus v Ken Doherty
1107,2014,Last 16,L16,2,25,21,Ken Doherty,IRL,u,8,38.0952381,L,Alan McManus,SCO,u,13,61.9047619,W,Alan McManus,SCO,u,13,Ken Doherty,IRL,u,8,5,Alan McManus v Ken Doherty
1108,2014,Last 16,L16,2,25,20,Judd Trump,ENG,7,13,65,W,Ryan Day,WAL,u,7,35,L,Judd Trump,ENG,7,13,Ryan Day,WAL,u,7,6,Judd Trump v Ryan Day
1108,2014,Last 16,L16,2,25,20,Ryan Day,WAL,u,7,35,L,Judd Trump,ENG,7,13,65,W,Judd Trump,ENG,7,13,Ryan Day,WAL,u,7,6,Judd Trump v Ryan Day
1109,2014,Last 16,L16,2,25,20,Mark Allen,NIR,15,7,35,L,Neil Robertson,AUS,2,13,65,W,Neil Robertson,AUS,2,13,Mark Allen,NIR,15,7,6,Mark Allen v Neil Robertson
1109,2014,Last 16,L16,2,25,20,Neil Robertson,AUS,2,13,65,W,Mark Allen,NIR,15,7,35,L,Neil Robertson,AUS,2,13,Mark Allen,NIR,15,7,6,Mark Allen v Neil Robertson
1110,2014,Quarter-Finals,QF,3,25,16,Ronnie O'Sullivan,ENG,1,13,81.25,W,Shaun Murphy,ENG,9,3,18.75,L,Ronnie O'Sullivan,ENG,1,13,Shaun Murphy,ENG,9,3,10,Ronnie O'Sullivan v Shaun Murphy
1110,2014,Quarter-Finals,QF,3,25,16,Shaun Murphy,ENG,9,3,18.75,L,Ronnie O'Sullivan,ENG,1,13,81.25,W,Ronnie O'Sullivan,ENG,1,13,Shaun Murphy,ENG,9,3,10,Ronnie O'Sullivan v Shaun Murphy
1111,2014,Quarter-Finals,QF,3,25,25,Barry Hawkins,ENG,5,13,52,W,Dominic Dale,WAL,u,12,48,L,Barry Hawkins,ENG,5,13,Dominic Dale,WAL,u,12,1,Barry Hawkins v Dominic Dale
1111,2014,Quarter-Finals,QF,3,25,25,Dominic Dale,WAL,u,12,48,L,Barry Hawkins,ENG,5,13,52,W,Barry Hawkins,ENG,5,13,Dominic Dale,WAL,u,12,1,Barry Hawkins v Dominic Dale
1112,2014,Quarter-Finals,QF,3,25,18,Alan McManus,SCO,u,5,27.77777778,L,Mark Selby,ENG,3,13,72.22222222,W,Mark Selby,ENG,3,13,Alan McManus,SCO,u,5,8,Alan McManus v Mark Selby
1112,2014,Quarter-Finals,QF,3,25,18,Mark Selby,ENG,3,13,72.22222222,W,Alan McManus,SCO,u,5,27.77777778,L,Mark Selby,ENG,3,13,Alan McManus,SCO,u,5,8,Alan McManus v Mark Selby
1113,2014,Quarter-Finals,QF,3,25,24,Judd Trump,ENG,7,11,45.83333333,L,Neil Robertson,AUS,2,13,54.16666667,W,Neil Robertson,AUS,2,13,Judd Trump,ENG,7,11,2,Judd Trump v Neil Robertson
1113,2014,Quarter-Finals,QF,3,25,24,Neil Robertson,AUS,2,13,54.16666667,W,Judd Trump,ENG,7,11,45.83333333,L,Neil Robertson,AUS,2,13,Judd Trump,ENG,7,11,2,Judd Trump v Neil Robertson
1114,2014,Semi-Finals,SF,4,33,24,Barry Hawkins,ENG,5,7,29.16666667,L,Ronnie O'Sullivan,ENG,1,17,70.83333333,W,Ronnie O'Sullivan,ENG,1,17,Barry Hawkins,ENG,5,7,10,Barry Hawkins v Ronnie O'Sullivan
1114,2014,Semi-Finals,SF,4,33,24,Ronnie O'Sullivan,ENG,1,17,70.83333333,W,Barry Hawkins,ENG,5,7,29.16666667,L,Ronnie O'Sullivan,ENG,1,17,Barry Hawkins,ENG,5,7,10,Barry Hawkins v Ronnie O'Sullivan
1115,2014,Semi-Finals,SF,4,33,32,Mark Selby,ENG,3,17,53.125,W,Neil Robertson,AUS,2,15,46.875,L,Mark Selby,ENG,3,17,Neil Robertson,AUS,2,15,2,Mark Selby v Neil Robertson
1115,2014,Semi-Finals,SF,4,33,32,Neil Robertson,AUS,2,15,46.875,L,Mark Selby,ENG,3,17,53.125,W,Mark Selby,ENG,3,17,Neil Robertson,AUS,2,15,2,Mark Selby v Neil Robertson
1116,2014,The Final,FIN,5,35,32,Mark Selby,ENG,3,18,56.25,W,Ronnie O'Sullivan,ENG,1,14,43.75,L,Mark Selby,ENG,3,18,Ronnie O'Sullivan,ENG,1,14,4,Mark Selby v Ronnie O'Sullivan
1116,2014,The Final,FIN,5,35,32,Ronnie O'Sullivan,ENG,1,14,43.75,L,Mark Selby,ENG,3,18,56.25,W,Mark Selby,ENG,3,18,Ronnie O'Sullivan,ENG,1,14,4,Mark Selby v Ronnie O'Sullivan
1117,2015,First Round,1R,1,19,19,Kurt Maflin,NOR,u,9,47.36842105,L,Mark Selby,ENG,1,10,52.63157895,W,Mark Selby,ENG,1,10,Kurt Maflin,NOR,u,9,1,Kurt Maflin v Mark Selby
1117,2015,First Round,1R,1,19,19,Mark Selby,ENG,1,10,52.63157895,W,Kurt Maflin,NOR,u,9,47.36842105,L,Mark Selby,ENG,1,10,Kurt Maflin,NOR,u,9,1,Kurt Maflin v Mark Selby
1118,2015,First Round,1R,1,19,19,Anthony McGill,SCO,u,10,52.63157895,W,Stephen Maguire,SCO,16,9,47.36842105,L,Anthony McGill,SCO,u,10,Stephen Maguire,SCO,16,9,1,Anthony McGill v Stephen Maguire
1118,2015,First Round,1R,1,19,19,Stephen Maguire,SCO,16,9,47.36842105,L,Anthony McGill,SCO,u,10,52.63157895,W,Anthony McGill,SCO,u,10,Stephen Maguire,SCO,16,9,1,Anthony McGill v Stephen Maguire
1119,2015,First Round,1R,1,19,14,Joe Perry,ENG,9,10,71.42857143,W,Zhang Anda,CHN,u,4,28.57142857,L,Joe Perry,ENG,9,10,Zhang Anda,CHN,u,4,6,Joe Perry v Zhang Anda
1119,2015,First Round,1R,1,19,14,Zhang Anda,CHN,u,4,28.57142857,L,Joe Perry,ENG,9,10,71.42857143,W,Joe Perry,ENG,9,10,Zhang Anda,CHN,u,4,6,Joe Perry v Zhang Anda
1120,2015,First Round,1R,1,19,13,Robin Hull,FIN,u,3,23.07692308,L,Shaun Murphy,ENG,8,10,76.92307692,W,Shaun Murphy,ENG,8,10,Robin Hull,FIN,u,3,7,Robin Hull v Shaun Murphy
1120,2015,First Round,1R,1,19,13,Shaun Murphy,ENG,8,10,76.92307692,W,Robin Hull,FIN,u,3,23.07692308,L,Shaun Murphy,ENG,8,10,Robin Hull,FIN,u,3,7,Robin Hull v Shaun Murphy
1121,2015,First Round,1R,1,19,19,Barry Hawkins,ENG,5,10,52.63157895,W,Matthew Selt,ENG,u,9,47.36842105,L,Barry Hawkins,ENG,5,10,Matthew Selt,ENG,u,9,1,Barry Hawkins v Matthew Selt
1121,2015,First Round,1R,1,19,19,Matthew Selt,ENG,u,9,47.36842105,L,Barry Hawkins,ENG,5,10,52.63157895,W,Barry Hawkins,ENG,5,10,Matthew Selt,ENG,u,9,1,Barry Hawkins v Matthew Selt
1122,2015,First Round,1R,1,19,13,Mark Allen,NIR,12,10,76.92307692,W,Ryan Day,WAL,u,3,23.07692308,L,Mark Allen,NIR,12,10,Ryan Day,WAL,u,3,7,Mark Allen v Ryan Day
1122,2015,First Round,1R,1,19,13,Ryan Day,WAL,u,3,23.07692308,L,Mark Allen,NIR,12,10,76.92307692,W,Mark Allen,NIR,12,10,Ryan Day,WAL,u,3,7,Mark Allen v Ryan Day
1123,2015,First Round,1R,1,19,15,Alan McManus,SCO,u,5,33.33333333,L,Ali Carter,ENG,13,10,66.66666667,W,Ali Carter,ENG,13,10,Alan McManus,SCO,u,5,5,Alan McManus v Ali Carter
1123,2015,First Round,1R,1,19,15,Ali Carter,ENG,13,10,66.66666667,W,Alan McManus,SCO,u,5,33.33333333,L,Ali Carter,ENG,13,10,Alan McManus,SCO,u,5,5,Alan McManus v Ali Carter
1124,2015,First Round,1R,1,19,12,Jamie Jones,WAL,u,2,16.66666667,L,Neil Robertson,AUS,4,10,83.33333333,W,Neil Robertson,AUS,4,10,Jamie Jones,WAL,u,2,8,Jamie Jones v Neil Robertson
1124,2015,First Round,1R,1,19,12,Neil Robertson,AUS,4,10,83.33333333,W,Jamie Jones,WAL,u,2,16.66666667,L,Neil Robertson,AUS,4,10,Jamie Jones,WAL,u,2,8,Jamie Jones v Neil Robertson
1125,2015,First Round,1R,1,19,17,Ding Junhui,CHN,3,10,58.82352941,W,Mark Davis,ENG,u,7,41.17647059,L,Ding Junhui,CHN,3,10,Mark Davis,ENG,u,7,3,Ding Junhui v Mark Davis
1125,2015,First Round,1R,1,19,17,Mark Davis,ENG,u,7,41.17647059,L,Ding Junhui,CHN,3,10,58.82352941,W,Ding Junhui,CHN,3,10,Mark Davis,ENG,u,7,3,Ding Junhui v Mark Davis
1126,2015,First Round,1R,1,19,15,John Higgins,SCO,14,10,66.66666667,W,Robert Milkins,ENG,u,5,33.33333333,L,John Higgins,SCO,14,10,Robert Milkins,ENG,u,5,5,John Higgins v Robert Milkins
1126,2015,First Round,1R,1,19,15,Robert Milkins,ENG,u,5,33.33333333,L,John Higgins,SCO,14,10,66.66666667,W,John Higgins,SCO,14,10,Robert Milkins,ENG,u,5,5,John Higgins v Robert Milkins
1127,2015,First Round,1R,1,19,16,Jimmy Robertson,ENG,u,6,37.5,L,Marco Fu,HKG,11,10,62.5,W,Marco Fu,HKG,11,10,Jimmy Robertson,ENG,u,6,4,Jimmy Robertson v Marco Fu
1127,2015,First Round,1R,1,19,16,Marco Fu,HKG,11,10,62.5,W,Jimmy Robertson,ENG,u,6,37.5,L,Marco Fu,HKG,11,10,Jimmy Robertson,ENG,u,6,4,Jimmy Robertson v Marco Fu
1128,2015,First Round,1R,1,19,16,Judd Trump,ENG,6,10,62.5,W,Stuart Carrington,ENG,u,6,37.5,L,Judd Trump,ENG,6,10,Stuart Carrington,ENG,u,6,4,Judd Trump v Stuart Carrington
1128,2015,First Round,1R,1,19,16,Stuart Carrington,ENG,u,6,37.5,L,Judd Trump,ENG,6,10,62.5,W,Judd Trump,ENG,6,10,Stuart Carrington,ENG,u,6,4,Judd Trump v Stuart Carrington
1129,2015,First Round,1R,1,19,18,Graeme Dott,SCO,u,10,55.55555556,W,Ricky Walden,ENG,7,8,44.44444444,L,Graeme Dott,SCO,u,10,Ricky Walden,ENG,7,8,2,Graeme Dott v Ricky Walden
1129,2015,First Round,1R,1,19,18,Ricky Walden,ENG,7,8,44.44444444,L,Graeme Dott,SCO,u,10,55.55555556,W,Graeme Dott,SCO,u,10,Ricky Walden,ENG,7,8,2,Graeme Dott v Ricky Walden
1130,2015,First Round,1R,1,19,17,Robbie Williams,ENG,u,7,41.17647059,L,Stuart Bingham,ENG,10,10,58.82352941,W,Stuart Bingham,ENG,10,10,Robbie Williams,ENG,u,7,3,Robbie Williams v Stuart Bingham
1130,2015,First Round,1R,1,19,17,Stuart Bingham,ENG,10,10,58.82352941,W,Robbie Williams,ENG,u,7,41.17647059,L,Stuart Bingham,ENG,10,10,Robbie Williams,ENG,u,7,3,Robbie Williams v Stuart Bingham
1131,2015,First Round,1R,1,19,12,Mark Williams,WAL,15,2,16.66666667,L,Matthew Stevens,WAL,u,10,83.33333333,W,Matthew Stevens,WAL,u,10,Mark Williams,WAL,15,2,8,Mark Williams v Matthew Stevens
1131,2015,First Round,1R,1,19,12,Matthew Stevens,WAL,u,10,83.33333333,W,Mark Williams,WAL,15,2,16.66666667,L,Matthew Stevens,WAL,u,10,Mark Williams,WAL,15,2,8,Mark Williams v Matthew Stevens
1132,2015,First Round,1R,1,19,13,Craig Steadman,ENG,u,3,23.07692308,L,Ronnie O'Sullivan,ENG,2,10,76.92307692,W,Ronnie O'Sullivan,ENG,2,10,Craig Steadman,ENG,u,3,7,Craig Steadman v Ronnie O'Sullivan
1132,2015,First Round,1R,1,19,13,Ronnie O'Sullivan,ENG,2,10,76.92307692,W,Craig Steadman,ENG,u,3,23.07692308,L,Ronnie O'Sullivan,ENG,2,10,Craig Steadman,ENG,u,3,7,Craig Steadman v Ronnie O'Sullivan
1133,2015,Last 16,L16,2,25,22,Anthony McGill,SCO,u,13,59.09090909,W,Mark Selby,ENG,1,9,40.90909091,L,Anthony McGill,SCO,u,13,Mark Selby,ENG,1,9,4,Anthony McGill v Mark Selby
1133,2015,Last 16,L16,2,25,22,Mark Selby,ENG,1,9,40.90909091,L,Anthony McGill,SCO,u,13,59.09090909,W,Anthony McGill,SCO,u,13,Mark Selby,ENG,1,9,4,Anthony McGill v Mark Selby
1134,2015,Last 16,L16,2,25,18,Joe Perry,ENG,9,5,27.77777778,L,Shaun Murphy,ENG,8,13,72.22222222,W,Shaun Murphy,ENG,8,13,Joe Perry,ENG,9,5,8,Joe Perry v Shaun Murphy
1134,2015,Last 16,L16,2,25,18,Shaun Murphy,ENG,8,13,72.22222222,W,Joe Perry,ENG,9,5,27.77777778,L,Shaun Murphy,ENG,8,13,Joe Perry,ENG,9,5,8,Joe Perry v Shaun Murphy
1135,2015,Last 16,L16,2,25,24,Barry Hawkins,ENG,5,13,54.16666667,W,Mark Allen,NIR,12,11,45.83333333,L,Barry Hawkins,ENG,5,13,Mark Allen,NIR,12,11,2,Barry Hawkins v Mark Allen
1135,2015,Last 16,L16,2,25,24,Mark Allen,NIR,12,11,45.83333333,L,Barry Hawkins,ENG,5,13,54.16666667,W,Barry Hawkins,ENG,5,13,Mark Allen,NIR,12,11,2,Barry Hawkins v Mark Allen
1136,2015,Last 16,L16,2,25,18,Ali Carter,ENG,13,5,27.77777778,L,Neil Robertson,AUS,4,13,72.22222222,W,Neil Robertson,AUS,4,13,Ali Carter,ENG,13,5,8,Ali Carter v Neil Robertson
1136,2015,Last 16,L16,2,25,18,Neil Robertson,AUS,4,13,72.22222222,W,Ali Carter,ENG,13,5,27.77777778,L,Neil Robertson,AUS,4,13,Ali Carter,ENG,13,5,8,Ali Carter v Neil Robertson
1137,2015,Last 16,L16,2,25,22,Ding Junhui,CHN,3,13,59.09090909,W,John Higgins,SCO,14,9,40.90909091,L,Ding Junhui,CHN,3,13,John Higgins,SCO,14,9,4,Ding Junhui v John Higgins
1137,2015,Last 16,L16,2,25,22,John Higgins,SCO,14,9,40.90909091,L,Ding Junhui,CHN,3,13,59.09090909,W,Ding Junhui,CHN,3,13,John Higgins,SCO,14,9,4,Ding Junhui v John Higgins
1138,2015,Last 16,L16,2,25,21,Judd Trump,ENG,6,13,61.9047619,W,Marco Fu,HKG,11,8,38.0952381,L,Judd Trump,ENG,6,13,Marco Fu,HKG,11,8,5,Judd Trump v Marco Fu
1138,2015,Last 16,L16,2,25,21,Marco Fu,HKG,11,8,38.0952381,L,Judd Trump,ENG,6,13,61.9047619,W,Judd Trump,ENG,6,13,Marco Fu,HKG,11,8,5,Judd Trump v Marco Fu
1139,2015,Last 16,L16,2,25,18,Graeme Dott,SCO,u,5,27.77777778,L,Stuart Bingham,ENG,10,13,72.22222222,W,Stuart Bingham,ENG,10,13,Graeme Dott,SCO,u,5,8,Graeme Dott v Stuart Bingham
1139,2015,Last 16,L16,2,25,18,Stuart Bingham,ENG,10,13,72.22222222,W,Graeme Dott,SCO,u,5,27.77777778,L,Stuart Bingham,ENG,10,13,Graeme Dott,SCO,u,5,8,Graeme Dott v Stuart Bingham
1140,2015,Last 16,L16,2,25,18,Matthew Stevens,WAL,u,5,27.77777778,L,Ronnie O'Sullivan,ENG,2,13,72.22222222,W,Ronnie O'Sullivan,ENG,2,13,Matthew Stevens,WAL,u,5,8,Matthew Stevens v Ronnie O'Sullivan
1140,2015,Last 16,L16,2,25,18,Ronnie O'Sullivan,ENG,2,13,72.22222222,W,Matthew Stevens,WAL,u,5,27.77777778,L,Ronnie O'Sullivan,ENG,2,13,Matthew Stevens,WAL,u,5,8,Matthew Stevens v Ronnie O'Sullivan
1141,2015,Quarter-Finals,QF,3,25,21,Anthony McGill,SCO,u,8,38.0952381,L,Shaun Murphy,ENG,8,13,61.9047619,W,Shaun Murphy,ENG,8,13,Anthony McGill,SCO,u,8,5,Anthony McGill v Shaun Murphy
1141,2015,Quarter-Finals,QF,3,25,21,Shaun Murphy,ENG,8,13,61.9047619,W,Anthony McGill,SCO,u,8,38.0952381,L,Shaun Murphy,ENG,8,13,Anthony McGill,SCO,u,8,5,Anthony McGill v Shaun Murphy
1142,2015,Quarter-Finals,QF,3,25,25,Barry Hawkins,ENG,5,13,52,W,Neil Robertson,AUS,4,12,48,L,Barry Hawkins,ENG,5,13,Neil Robertson,AUS,4,12,1,Barry Hawkins v Neil Robertson
1142,2015,Quarter-Finals,QF,3,25,25,Neil Robertson,AUS,4,12,48,L,Barry Hawkins,ENG,5,13,52,W,Barry Hawkins,ENG,5,13,Neil Robertson,AUS,4,12,1,Barry Hawkins v Neil Robertson
1143,2015,Quarter-Finals,QF,3,25,17,Ding Junhui,CHN,3,4,23.52941176,L,Judd Trump,ENG,6,13,76.47058824,W,Judd Trump,ENG,6,13,Ding Junhui,CHN,3,4,9,Ding Junhui v Judd Trump
1143,2015,Quarter-Finals,QF,3,25,17,Judd Trump,ENG,6,13,76.47058824,W,Ding Junhui,CHN,3,4,23.52941176,L,Judd Trump,ENG,6,13,Ding Junhui,CHN,3,4,9,Ding Junhui v Judd Trump
1144,2015,Quarter-Finals,QF,3,25,22,Ronnie O'Sullivan,ENG,2,9,40.90909091,L,Stuart Bingham,ENG,10,13,59.09090909,W,Stuart Bingham,ENG,10,13,Ronnie O'Sullivan,ENG,2,9,4,Ronnie O'Sullivan v Stuart Bingham
1144,2015,Quarter-Finals,QF,3,25,22,Stuart Bingham,ENG,10,13,59.09090909,W,Ronnie O'Sullivan,ENG,2,9,40.90909091,L,Stuart Bingham,ENG,10,13,Ronnie O'Sullivan,ENG,2,9,4,Ronnie O'Sullivan v Stuart Bingham
1145,2015,Semi-Finals,SF,4,33,26,Barry Hawkins,ENG,5,9,34.61538462,L,Shaun Murphy,ENG,8,17,65.38461538,W,Shaun Murphy,ENG,8,17,Barry Hawkins,ENG,5,9,8,Barry Hawkins v Shaun Murphy
1145,2015,Semi-Finals,SF,4,33,26,Shaun Murphy,ENG,8,17,65.38461538,W,Barry Hawkins,ENG,5,9,34.61538462,L,Shaun Murphy,ENG,8,17,Barry Hawkins,ENG,5,9,8,Barry Hawkins v Shaun Murphy
1146,2015,Semi-Finals,SF,4,33,33,Judd Trump,ENG,6,16,48.48484848,L,Stuart Bingham,ENG,10,17,51.51515152,W,Stuart Bingham,ENG,10,17,Judd Trump,ENG,6,16,1,Judd Trump v Stuart Bingham
1146,2015,Semi-Finals,SF,4,33,33,Stuart Bingham,ENG,10,17,51.51515152,W,Judd Trump,ENG,6,16,48.48484848,L,Stuart Bingham,ENG,10,17,Judd Trump,ENG,6,16,1,Judd Trump v Stuart Bingham
1147,2015,The Final,FIN,5,35,33,Shaun Murphy,ENG,8,15,45.45454545,L,Stuart Bingham,ENG,10,18,54.54545455,W,Stuart Bingham,ENG,10,18,Shaun Murphy,ENG,8,15,3,Shaun Murphy v Stuart Bingham
1147,2015,The Final,FIN,5,35,33,Stuart Bingham,ENG,10,18,54.54545455,W,Shaun Murphy,ENG,8,15,45.45454545,L,Stuart Bingham,ENG,10,18,Shaun Murphy,ENG,8,15,3,Shaun Murphy v Stuart Bingham
1148,2016,First Round,1R,1,19,19,Ali Carter,ENG,u,10,52.63157895,W,Stuart Bingham,ENG,1,9,47.36842105,L,Ali Carter,ENG,u,10,Stuart Bingham,ENG,1,9,1,Ali Carter v Stuart Bingham
1148,2016,First Round,1R,1,19,19,Stuart Bingham,ENG,1,9,47.36842105,L,Ali Carter,ENG,u,10,52.63157895,W,Ali Carter,ENG,u,10,Stuart Bingham,ENG,1,9,1,Ali Carter v Stuart Bingham
1149,2016,First Round,1R,1,19,17,Alan McManus,SCO,u,10,58.82352941,W,Stephen Maguire,SCO,16,7,41.17647059,L,Alan McManus,SCO,u,10,Stephen Maguire,SCO,16,7,3,Alan McManus v Stephen Maguire
1149,2016,First Round,1R,1,19,17,Stephen Maguire,SCO,16,7,41.17647059,L,Alan McManus,SCO,u,10,58.82352941,W,Alan McManus,SCO,u,10,Stephen Maguire,SCO,16,7,3,Alan McManus v Stephen Maguire
1150,2016,First Round,1R,1,19,18,Ricky Walden,ENG,9,10,55.55555556,W,Robbie Williams,ENG,u,8,44.44444444,L,Ricky Walden,ENG,9,10,Robbie Williams,ENG,u,8,2,Ricky Walden v Robbie Williams
1150,2016,First Round,1R,1,19,18,Robbie Williams,ENG,u,8,44.44444444,L,Ricky Walden,ENG,9,10,55.55555556,W,Ricky Walden,ENG,9,10,Robbie Williams,ENG,u,8,2,Ricky Walden v Robbie Williams
1151,2016,First Round,1R,1,19,13,John Higgins,SCO,8,10,76.92307692,W,Ryan Day,WAL,u,3,23.07692308,L,John Higgins,SCO,8,10,Ryan Day,WAL,u,3,7,John Higgins v Ryan Day
1151,2016,First Round,1R,1,19,13,Ryan Day,WAL,u,3,23.07692308,L,John Higgins,SCO,8,10,76.92307692,W,John Higgins,SCO,8,10,Ryan Day,WAL,u,3,7,John Higgins v Ryan Day
1152,2016,First Round,1R,1,19,18,Judd Trump,ENG,5,10,55.55555556,W,Liang Wenbo,CHN,u,8,44.44444444,L,Judd Trump,ENG,5,10,Liang Wenbo,CHN,u,8,2,Judd Trump v Liang Wenbo
1152,2016,First Round,1R,1,19,18,Liang Wenbo,CHN,u,8,44.44444444,L,Judd Trump,ENG,5,10,55.55555556,W,Judd Trump,ENG,5,10,Liang Wenbo,CHN,u,8,2,Judd Trump v Liang Wenbo
1153,2016,First Round,1R,1,19,18,Ding Junhui,CHN,u,10,55.55555556,W,Martin Gould,ENG,12,8,44.44444444,L,Ding Junhui,CHN,u,10,Martin Gould,ENG,12,8,2,Ding Junhui v Martin Gould
1153,2016,First Round,1R,1,19,18,Martin Gould,ENG,12,8,44.44444444,L,Ding Junhui,CHN,u,10,55.55555556,W,Ding Junhui,CHN,u,10,Martin Gould,ENG,12,8,2,Ding Junhui v Martin Gould
1154,2016,First Round,1R,1,19,14,Graeme Dott,SCO,u,4,28.57142857,L,Mark Williams,WAL,13,10,71.42857143,W,Mark Williams,WAL,13,10,Graeme Dott,SCO,u,4,6,Graeme Dott v Mark Williams
1154,2016,First Round,1R,1,19,14,Mark Williams,WAL,13,10,71.42857143,W,Graeme Dott,SCO,u,4,28.57142857,L,Mark Williams,WAL,13,10,Graeme Dott,SCO,u,4,6,Graeme Dott v Mark Williams
1155,2016,First Round,1R,1,19,16,Michael Holt,ENG,u,10,62.5,W,Neil Robertson,AUS,4,6,37.5,L,Michael Holt,ENG,u,10,Neil Robertson,AUS,4,6,4,Michael Holt v Neil Robertson
